Periodo,Campus,NRC,Facultad ,Departamento,Parte pdo,Lista cruzada,Materia,Secc,Nivel materia,Modo calificación,Estatus secc,Créditos,Nombre largo curso,Cupo,Inscritos,Cupo disponible,Indicador de sesión,Profesor(es),Tipo horario (franja),Fecha inicio,Fecha fin,Hora inicio,Hora fin,Edificio,Salón,Capacidad salón,Atributo salón,Descripción atributo salón,Atributo curso,Atributo sección,Lunes,Martes,Miercoles,Jueves,Viernes,Sábado,Domingo,Censo 1,Fecha de censo 1,Censo 2,Fecha de censo 2
202510,CAMPUS PRINCIPAL,63322.0,INGENIERÍA,INGENIERIA DE SISTEMAS Y COMPU,1,,ISIS-1107,3,PREGRADO,ESTANDAR NUMERICO 1.5-5.0,ACTIVA,3.0,FUNDAMENTOS MATEMÁTICOS  PARA COMPUTACIÓN,40.0,22.0,18.0,2.0,(02) ANDRES FELIPE FLORIAN QUITIAN,LABORATORIO,2025-01-21,2025-05-24,930.0,1050.0,ML,ML_614,46.0,FACC,Fácil acceso salud profesor,,,,,,,V,,,37.0,2025-03-10,24.0,2025-04-21
202510,CAMPUS PRINCIPAL,63322.0,INGENIERÍA,INGENIERIA DE SISTEMAS Y COMPU,1,,ISIS-1107,3,PREGRADO,ESTANDAR NUMERICO 1.5-5.0,ACTIVA,3.0,FUNDAMENTOS MATEMÁTICOS  PARA COMPUTACIÓN,40.0,22.0,18.0,1.0,(01) SILVIA  TAKAHASHI RODRIGUEZ(Y),TEORICA,2025-01-21,2025-05-24,930.0,1050.0,ML,ML_614,46.0,FACC,Fácil acceso salud profesor,,,L,,,J,,,,37.0,2025-03-10,24.0,2025-04-21
202510,CAMPUS PRINCIPAL,63632.0,INGENIERÍA,INGEN. QUIMICA Y DE ALIMENTOS,1,,IQYA-2020L,2,PREGRADO,NO CALIFICABLE,ACTIVA,0.0,LAB. TERMODINÁMICA,22.0,14.0,8.0,1.0,(01) SEBASTIAN  SOLARTE RODRIGUEZ(Y),LABORATORIO,2025-01-21,2025-05-24,1100.0,1220.0,C,C_205,22.0,,,,,,,,J,,,,16.0,2025-03-10,14.0,2025-04-21
202510,CAMPUS PRINCIPAL,63633.0,INGENIERÍA,INGEN. QUIMICA Y DE ALIMENTOS,1,,IQYA-2020T,2,PREGRADO,NO CALIFICABLE,ACTIVA,0.0,TRAB.ASIST.TERMODINÁMICA,32.0,31.0,1.0,1.0,(01) SEBASTIAN  SOLARTE RODRIGUEZ(Y),TRABAJO ASISTIDO,2025-01-21,2025-03-15,930.0,1050.0,LL,LL_206,32.0,,,,,,M,,,,,,31.0,2025-03-10,31.0,2025-04-21
202510,CAMPUS PRINCIPAL,63633.0,INGENIERÍA,INGEN. QUIMICA Y DE ALIMENTOS,1,,IQYA-2020T,2,PREGRADO,NO CALIFICABLE,ACTIVA,0.0,TRAB.ASIST.TERMODINÁMICA,32.0,31.0,1.0,1.0,(01) SEBASTIAN  SOLARTE RODRIGUEZ(Y),TRABAJO ASISTIDO,2025-03-24,2025-05-24,930.0,1050.0,O,O_404,50.0,,,,,,M,,,,,,31.0,2025-03-10,31.0,2025-04-21
202510,CAMPUS PRINCIPAL,63634.0,INGENIERÍA,INGEN. QUIMICA Y DE ALIMENTOS,1,,IQYA-2021L,2,PREGRADO,NO CALIFICABLE,ACTIVA,0.0,TALLER EQUILIBRIO,30.0,20.0,10.0,1.0,(01) SERGIO ESTEBAN REYES HENAO(Y),LABORATORIO,2025-01-21,2025-05-24,1230.0,1350.0,RGD,RGD_02,40.0,,,,,,M,,,,,,20.0,2025-03-10,20.0,2025-04-21
202510,CAMPUS PRINCIPAL,63671.0,INGENIERÍA,INGEN. QUIMICA Y DE ALIMENTOS,1,,IQYA-2300L,2,PREGRADO,NO CALIFICABLE,ACTIVA,0.0,LABORATORIO INGENIERÍA REACCIONES,20.0,15.0,5.0,1.0,(01) DANIEL ALBERTO ALVAREZ GOMEZ(Y),LABORATORIO,2025-01-21,2025-05-24,930.0,1050.0,NOREQ,NOREQ,999.0,,,,,,,,,V,,,16.0,2025-03-10,15.0,2025-04-21
202510,CAMPUS PRINCIPAL,63673.0,INGENIERÍA,INGEN. QUIMICA Y DE ALIMENTOS,1,,IQYA-2300T,2,PREGRADO,NO CALIFICABLE,ACTIVA,0.0,TRAB.ASIST.INGENIERIA REACCIONES,35.0,27.0,8.0,1.0,(01) DANIEL ALBERTO ALVAREZ GOMEZ(Y),TRABAJO ASISTIDO,2025-01-21,2025-05-24,1700.0,1820.0,SD,SD_201-2,52.0,FAES,Fácil acceso estudiante,,,,M,,,,,,27.0,2025-03-10,28.0,2025-04-21
202510,CAMPUS PRINCIPAL,63790.0,INGENIERÍA,INGEN. QUIMICA Y DE ALIMENTOS,1,IQYA_003,IQYA-1031L,2,PREGRADO,NO CALIFICABLE,ACTIVA,0.0,LABORATORIO INTRODUCCIÓN DISEÑO INTEGRADO DE PRODUCTOS Y PROCESOS,35.0,29.0,6.0,1.0,(01) JUAN SEBASTIAN SAENZ AVILA(Y),LABORATORIO,2025-01-21,2025-05-24,930.0,1220.0,NOREQ,NOREQ,999.0,,,CVAL-CURSO VALIDABLE,,,M,,,,,,29.0,2025-03-10,33.0,2025-04-21
202510,CAMPUS PRINCIPAL,63923.0,INGENIERÍA,INGENIERIA INDUSTRIAL,1,IIND_001,IIND-3006,3,PREGRADO,ESTANDAR NUMERICO 1.5-5.0,ACTIVA,3.0,PROY.INTER.CONSULT.EMPRESARIAL,44.0,43.0,1.0,1.0,(01) RICARDO JAVIER HERNANDEZ PARDO(Y) | (01) DIANY MARCELA PUCCINI MARTINEZ | (01) NICOLE  RAMIREZ RAMIREZ | (01) ANDREA YOHANA CORTES MOJICA,TEORICA,2025-01-21,2025-05-24,1530.0,1820.0,ML,ML_608,117.0,,,,,,,I,,,,,44.0,2025-03-10,43.0,2025-04-21
202510,CAMPUS PRINCIPAL,64036.0,INGENIERÍA,INGENIERIA MECANICA,2,,IMEC-3713,1,PREGRADO,ESTANDAR NUMERICO 1.5-5.0,ACTIVA,3.0,CONSULTORIO IMEC,26.0,9.0,17.0,1.0,(01) CARLOS FRANCISCO RODRIGUEZ HERRERA(Y),TEORICA,2025-01-21,2025-05-24,930.0,1220.0,SD,SD_301,26.0,,,,,,M,,,,,,9.0,2025-03-10,9.0,2025-04-21
202510,CAMPUS PRINCIPAL,64056.0,INGENIERÍA,INGEN. ELECTRICA Y ELECTRONICA,2,,IELE-4022,1,MAGISTER,APROBADO/REPROBADO,ACTIVA,4.0,TESIS I MAESTRÍA EN INGENIERÍA ELECTRÓNICA,0.0,7.0,-7.0,1.0,(01) MAURICIO  GUERRERO HURTADO(Y),PROYECTO DE GRADO,2025-01-21,2025-05-24,,,NOREQ,NOREQ,999.0,,,,,,,,,,,,7.0,2025-03-10,7.0,2025-04-21
202510,CAMPUS PRINCIPAL,64057.0,INGENIERÍA,INGEN. ELECTRICA Y ELECTRONICA,2,,IELE-4023,1,MAGISTER,ESTANDAR NUMERICO 1.5-5.0,ACTIVA,8.0,TESIS II MAESTRÍA EN INGENIERÍA ELECTRÓNICA,8.0,6.0,2.0,1.0,(01) MAURICIO  GUERRERO HURTADO(Y),PROYECTO DE GRADO,2025-01-21,2025-05-24,,,NOREQ,NOREQ,999.0,,,,,,,,,,,,6.0,2025-03-10,7.0,2025-04-21
202510,CAMPUS PRINCIPAL,64061.0,INGENIERÍA,INGEN.QUIMICA Y DE ALIMENTOS,1,,IQYA-4801,1,MAGISTER,ESTANDAR NUMERICO 1.5-5.0,ACTIVA,4.0,PROYECTO ESP. MAESTRIA,0.0,2.0,-2.0,1.0,(01) YISSEL MARYURY LUENGAS CARRILLO(Y),PROYECTO DE INVESTIGACION,2025-01-21,2025-05-24,,,NOREQ,NOREQ,999.0,,,,,,,,,,,,2.0,2025-03-10,2.0,2025-04-21
202510,CAMPUS PRINCIPAL,64062.0,INGENIERÍA,INGEN.QUIMICA Y DE ALIMENTOS,1,,IQYA-4802,1,MAGISTER,ESTANDAR NUMERICO 1.5-5.0,ACTIVA,4.0,PROYECTO ESPECIAL MAESTRIA II,0.0,3.0,-3.0,1.0,(01) YISSEL MARYURY LUENGAS CARRILLO(Y),PROYECTO DE INVESTIGACION,2025-01-21,2025-05-24,,,NOREQ,NOREQ,999.0,,,,,,,,,,,,3.0,2025-03-10,3.0,2025-04-21
202510,CAMPUS PRINCIPAL,64063.0,INGENIERÍA,INGEN.QUIMICA Y DE ALIMENTOS,1,,IQYA-4803,1,MAGISTER,APROBADO/REPROBADO,ACTIVA,4.0,TESIS I,0.0,3.0,-3.0,1.0,(01) YISSEL MARYURY LUENGAS CARRILLO(Y),PROYECTO DE GRADO,2025-01-21,2025-05-24,,,NOREQ,NOREQ,999.0,,,,,,,,,,,,3.0,2025-03-10,3.0,2025-04-21
202510,CAMPUS PRINCIPAL,64064.0,INGENIERÍA,INGEN.QUIMICA Y DE ALIMENTOS,1,,IQYA-4804,1,MAGISTER,ESTANDAR NUMERICO 1.5-5.0,ACTIVA,8.0,TESIS II,20.0,7.0,13.0,1.0,(01) YISSEL MARYURY LUENGAS CARRILLO(Y),PROYECTO DE GRADO,2025-01-21,2025-05-24,,,NOREQ,NOREQ,999.0,,,,,,,,,,,,7.0,2025-03-10,7.0,2025-04-21
202510,CAMPUS PRINCIPAL,64070.0,INGENIERÍA,INGENIERIA MECANICA,2,,IMEC-4701,1,MAGISTER,APROBADO/REPROBADO,ACTIVA,4.0,TESIS 1,99.0,8.0,91.0,1.0,(01) OSCAR DAVID SALAMANCA GOMEZ(Y),PROYECTO DE GRADO,2025-01-21,2025-05-24,,,NOREQ,NOREQ,999.0,,,,,,,,,,,,8.0,2025-03-10,8.0,2025-04-21
202510,CAMPUS PRINCIPAL,64072.0,INGENIERÍA,INGENIERIA MECANICA,2,,IMEC-4702,1,MAGISTER,ESTANDAR NUMERICO 1.5-5.0,ACTIVA,8.0,TESIS 2,99.0,7.0,92.0,1.0,(01) OSCAR DAVID SALAMANCA GOMEZ(Y),PROYECTO DE GRADO,2025-01-21,2025-05-24,,,NOREQ,NOREQ,999.0,,,,,,,,,,,,8.0,2025-03-10,8.0,2025-04-21
202510,CAMPUS PRINCIPAL,64088.0,INGENIERÍA,INGENIERIA INDUSTRIAL,8B,,CBPC-1083,1,PREGRADO,ESTANDAR NUMERICO 1.5-5.0,ACTIVA,2.0,"JUEGOS, REDES Y COMPLEJIDAD (CICLO 2 DE 8 SEMANAS)",30.0,28.0,2.0,1.0,(01) PABLO ALEXANDER MEDINA SANCHEZ(Y),TEORICA,2025-03-25,2025-05-24,1200.0,1350.0,AU,AU_207,30.0,,,,,,,I,,,,,29.0,2025-03-10,29.0,2025-05-12
202510,CAMPUS PRINCIPAL,64088.0,INGENIERÍA,INGENIERIA INDUSTRIAL,8B,,CBPC-1083,1,PREGRADO,ESTANDAR NUMERICO 1.5-5.0,ACTIVA,2.0,"JUEGOS, REDES Y COMPLEJIDAD (CICLO 2 DE 8 SEMANAS)",30.0,28.0,2.0,1.0,(01) PABLO ALEXANDER MEDINA SANCHEZ(Y),TEORICA,2025-03-25,2025-05-24,1200.0,1350.0,LL,LL_203,32.0,,,,,,,,,V,,,29.0,2025-03-10,29.0,2025-05-12
202510,CAMPUS PRINCIPAL,64117.0,INGENIERÍA,INGENIERIA CIVIL Y AMBIENTAL,1,,ICYA-3401,A,PREGRADO,ESTANDAR NUMERICO 1.5-5.0,ACTIVA,3.0,HIDROLOGÍA,80.0,66.0,14.0,1.0,(01) JUAN PABLO RODRIGUEZ SANCHEZ(Y),MAGISTRAL,2025-01-21,2025-05-24,1230.0,1350.0,ML,ML_603,80.0,FAES,Fácil acceso estudiante,,,L,,I,,,,,65.0,2025-03-10,67.0,2025-04-21
202510,CAMPUS PRINCIPAL,64125.0,INGENIERÍA,INGENIERIA DE SISTEMAS Y COMPU,1,,ISIS-1404,17,PREGRADO,ESTANDAR NUMERICO 1.5-5.0,ACTIVA,3.0,TI EN LAS ORGANIZACIONES (Tipo E),24.0,22.0,2.0,1.0,(01) JORGE ARTURO RESTREPO SARMIENTO(Y),TALLER Y PBL,2025-01-21,2025-05-24,1700.0,1820.0,RGD,RGD_201,60.0,EXPR,Salón con móvil express,,ECUR-CURSO TIPO E,,,I,,,,,22.0,2025-03-10,24.0,2025-04-21
202510,CAMPUS PRINCIPAL,64125.0,INGENIERÍA,INGENIERIA DE SISTEMAS Y COMPU,1,,ISIS-1404,17,PREGRADO,ESTANDAR NUMERICO 1.5-5.0,ACTIVA,3.0,TI EN LAS ORGANIZACIONES (Tipo E),24.0,22.0,2.0,1.0,(01) JORGE ARTURO RESTREPO SARMIENTO(Y),TALLER Y PBL,2025-01-21,2025-05-24,1700.0,1820.0,W,W_202,24.0,,,,ECUR-CURSO TIPO E,L,,,,,,,22.0,2025-03-10,24.0,2025-04-21
202510,CAMPUS PRINCIPAL,64127.0,INGENIERÍA,INGENIERIA DE SISTEMAS Y COMPU,1,,ISIS-1404,18,PREGRADO,ESTANDAR NUMERICO 1.5-5.0,ACTIVA,3.0,TI EN LAS ORGANIZACIONES (Tipo E),24.0,24.0,0.0,1.0,(01) HENRY DAVID JAIMES GONZALEZ(Y),TALLER Y PBL,2025-01-21,2025-05-24,1830.0,1950.0,SD,SD_403,26.0,EXPR,Salón con móvil express,,ECUR-CURSO TIPO E,,,,J,,,,24.0,2025-03-10,24.0,2025-04-21
202510,CAMPUS PRINCIPAL,64127.0,INGENIERÍA,INGENIERIA DE SISTEMAS Y COMPU,1,,ISIS-1404,18,PREGRADO,ESTANDAR NUMERICO 1.5-5.0,ACTIVA,3.0,TI EN LAS ORGANIZACIONES (Tipo E),24.0,24.0,0.0,1.0,(01) HENRY DAVID JAIMES GONZALEZ(Y),TALLER Y PBL,2025-01-21,2025-05-24,1830.0,1950.0,W,W_201,24.0,,,,ECUR-CURSO TIPO E,,M,,,,,,24.0,2025-03-10,24.0,2025-04-21
202510,CAMPUS PRINCIPAL,64156.0,INGENIERÍA,INGENIERIA DE SISTEMAS Y COMPU,1,,ISIS-2304,7,PREGRADO,ESTANDAR NUMERICO 1.5-5.0,ACTIVA,3.0,SISTEMAS TRANSACCIONALES,25.0,24.0,1.0,1.0,(01) LINDA SHERIYN RODRIGUEZ CASTRO(Y),TEORICA,2025-01-21,2025-05-24,1700.0,1820.0,ML,ML_512,60.0,EXPR,Salón con móvil express,,,L,,,J,,,,24.0,2025-03-10,24.0,2025-04-21
202510,CAMPUS PRINCIPAL,65044.0,INGENIERÍA,INGEN. QUIMICA Y DE ALIMENTOS,1,,IQYA-2070,1,PREGRADO,ESTANDAR NUMERICO 1.5-5.0,ACTIVA,0.0,MONITORIA IQUI E IALI,30.0,24.0,6.0,1.0,(01) YISSEL MARYURY LUENGAS CARRILLO(Y),NO DECLARADO,2025-01-21,2025-05-24,,,,,,,,,,,,,,,,,24.0,2025-03-10,24.0,2025-04-21
202510,CAMPUS PRINCIPAL,65595.0,INGENIERÍA,INGENIERIA DE SISTEMAS Y COMPU,9,,ISIS-1000,1,PREGRADO,NO CALIFICABLE,ACTIVA,0.0,DISCSCOUTING,0.0,0.0,0.0,1.0,(01) NATALIA  FRANCO TAMARA(Y),TALLER Y PBL,2025-01-21,2025-05-24,,,NOREQ,NOREQ,999.0,,,,,,,,,,,,0.0,2025-03-10,0.0,2025-04-21
202510,CAMPUS PRINCIPAL,65819.0,INGENIERÍA,INGENIERIA INDUSTRIAL,1,,IIND-1000,1,PREGRADO,ESTANDAR NUMERICO 1.5-5.0,ACTIVA,3.0,INTRODUCCION A LA INGENIERIA INDUSTRIAL,32.0,29.0,3.0,1.0,(01) NESTOR ALEXANDER JIMENEZ HERRERA(Y),MAGISTRAL,2025-01-21,2025-05-24,1700.0,1820.0,LL,LL_204,45.0,,,,,,M,,J,,,,30.0,2025-03-10,30.0,2025-04-21
202510,CAMPUS PRINCIPAL,65847.0,INGENIERÍA,INGENIERIA DE SISTEMAS Y COMPU,1,,MBIT-4201,2,MAGISTER,ESTANDAR NUMERICO 1.5-5.0,ACTIVA,4.0,EMPRENDIMIENTO Y COMERCIO ELECTRÓNICO,25.0,14.0,11.0,1.0,(01) JAVIER ORLANDO TORRES PAEZ(Y) | (01) LINA MARCELA MORALES MORENO | (01) JUAN CARLOS MONROY MAHECHA,TEORICA,2025-01-21,2025-05-24,1800.0,2050.0,SD,SD_203-4,52.0,MMOV,Salón sillas y mesas movibles,,,,,I,,,,,14.0,2025-03-10,14.0,2025-04-21
202510,CAMPUS PRINCIPAL,65848.0,INGENIERÍA,INGENIERIA DE SISTEMAS Y COMPU,1,ISIS_001,ISIS-1001,2,PREGRADO,ESTANDAR NUMERICO 1.5-5.0,ACTIVA,3.0,INTRODUCCION A LA INGENIERIA DE SISTEMAS,36.0,34.0,2.0,1.0,(01) MARIO  LINARES VASQUEZ(Y),TEORICA,2025-01-21,2025-05-24,930.0,1050.0,AU,AU_107,36.0,ACLE,Salón active learning,,,,,I,,,,,34.0,2025-03-10,34.0,2025-04-21
202510,CAMPUS PRINCIPAL,65848.0,INGENIERÍA,INGENIERIA DE SISTEMAS Y COMPU,1,ISIS_001,ISIS-1001,2,PREGRADO,ESTANDAR NUMERICO 1.5-5.0,ACTIVA,3.0,INTRODUCCION A LA INGENIERIA DE SISTEMAS,36.0,34.0,2.0,1.0,(01) MARIO  LINARES VASQUEZ(Y),TEORICA,2025-01-21,2025-05-24,930.0,1050.0,C,C_307,48.0,,,,,,,,,V,,,34.0,2025-03-10,34.0,2025-04-21
202510,CAMPUS PRINCIPAL,65848.0,INGENIERÍA,INGENIERIA DE SISTEMAS Y COMPU,1,ISIS_001,ISIS-1001,2,PREGRADO,ESTANDAR NUMERICO 1.5-5.0,ACTIVA,3.0,INTRODUCCION A LA INGENIERIA DE SISTEMAS,36.0,34.0,2.0,2.0,(02) JUAN PABLO FERNANDEZ RAMIREZ | (02) NATALIA  FRANCO TAMARA,TEORICA,2025-01-21,2025-05-24,930.0,1050.0,R,R_209,192.0,,,,,L,,,,,,,34.0,2025-03-10,34.0,2025-04-21
202510,CAMPUS PRINCIPAL,65982.0,INGENIERÍA,INGENIERIA DE SISTEMAS Y COMPU,1,,ISIS-2603,5,PREGRADO,ESTANDAR NUMERICO 1.5-5.0,ACTIVA,3.0,DESARROLLO DE SW EN EQUIPO,25.0,19.0,6.0,1.0,(01) MARIO EDUARDO SANCHEZ PUCCINI(Y),TALLER Y PBL,2025-01-21,2025-05-24,1400.0,1520.0,LL,LL_103,27.0,,,,,,,,J,,,,21.0,2025-03-10,20.0,2025-04-21
202510,CAMPUS PRINCIPAL,65982.0,INGENIERÍA,INGENIERIA DE SISTEMAS Y COMPU,1,,ISIS-2603,5,PREGRADO,ESTANDAR NUMERICO 1.5-5.0,ACTIVA,3.0,DESARROLLO DE SW EN EQUIPO,25.0,19.0,6.0,1.0,(01) MARIO EDUARDO SANCHEZ PUCCINI(Y),TALLER Y PBL,2025-01-21,2025-05-24,1400.0,1520.0,RGD,RGD_212-13,80.0,,,,,L,,,,,,,21.0,2025-03-10,20.0,2025-04-21
202510,CAMPUS PRINCIPAL,65983.0,INGENIERÍA,INGENIERIA DE SISTEMAS Y COMPU,1,,ISIS-2603,3,PREGRADO,ESTANDAR NUMERICO 1.5-5.0,ACTIVA,3.0,DESARROLLO DE SW EN EQUIPO,28.0,27.0,1.0,1.0,(01) KELLY JOHANY GARCES PERNETT(Y),TALLER Y PBL,2025-01-21,2025-05-24,800.0,920.0,RGD,RGD_01,40.0,,,,,L,,I,,,,,28.0,2025-03-10,27.0,2025-04-21
202510,CAMPUS PRINCIPAL,66001.0,INGENIERÍA,INGENIERIA DE SISTEMAS Y COMPU,1,ISIS_3007,ISIS-3007,1,PREGRADO,ESTANDAR NUMERICO 1.5-5.0,ACTIVA,3.0,PROYECTO DE GRADO,1.0,1.0,0.0,1.0,(01) OSCAR JAVIER AVILA CIFUENTES(Y) | (01) JUAN PABLO FERNANDEZ RAMIREZ | (01) NATALIA  FRANCO TAMARA,PROYECTO DE GRADO,2025-01-21,2025-05-24,1400.0,1520.0,ML,ML_617,94.0,,,,,L,,,,,,,1.0,2025-03-10,1.0,2025-04-21
202510,CAMPUS PRINCIPAL,66003.0,INGENIERÍA,INGENIERIA DE SISTEMAS Y COMPU,1,ISIS_3007,ISIS-3007,9,PREGRADO,ESTANDAR NUMERICO 1.5-5.0,ACTIVA,3.0,PROYECTO DE GRADO,1.0,1.0,0.0,1.0,(01) PABLO ALEJANDRO FIGUEROA FORERO(Y) | (01) NATALIA  FRANCO TAMARA | (01) JUAN PABLO FERNANDEZ RAMIREZ,PROYECTO DE GRADO,2025-01-21,2025-05-24,1400.0,1520.0,ML,ML_617,94.0,,,,,L,,,,,,,1.0,2025-03-10,1.0,2025-04-21
202510,CAMPUS PRINCIPAL,66007.0,INGENIERÍA,INGENIERIA DE SISTEMAS Y COMPU,1,ISIS_3007,ISIS-3007,21,PREGRADO,ESTANDAR NUMERICO 1.5-5.0,ACTIVA,3.0,PROYECTO DE GRADO,1.0,1.0,0.0,1.0,(01) MARIO EDUARDO SANCHEZ PUCCINI(Y) | (01) JUAN PABLO FERNANDEZ RAMIREZ | (01) NATALIA  FRANCO TAMARA,PROYECTO DE GRADO,2025-01-21,2025-05-24,1400.0,1520.0,ML,ML_617,94.0,,,,,L,,,,,,,1.0,2025-03-10,1.0,2025-04-21
202510,CAMPUS PRINCIPAL,66008.0,INGENIERÍA,INGENIERIA DE SISTEMAS Y COMPU,1,ISIS_3007,ISIS-3007,25,PREGRADO,ESTANDAR NUMERICO 1.5-5.0,ACTIVA,3.0,PROYECTO DE GRADO,15.0,15.0,0.0,1.0,(01) CAMILO ANDRES ESCOBAR VELASQUEZ(Y) | (01) JUAN PABLO FERNANDEZ RAMIREZ | (01) NATALIA  FRANCO TAMARA,PROYECTO DE GRADO,2025-01-21,2025-05-24,1400.0,1520.0,ML,ML_617,94.0,,,,,L,,,,,,,15.0,2025-03-10,15.0,2025-04-21
202510,CAMPUS PRINCIPAL,66009.0,INGENIERÍA,INGENIERIA DE SISTEMAS Y COMPU,1,ISIS_3007,ISIS-3007,26,PREGRADO,ESTANDAR NUMERICO 1.5-5.0,ACTIVA,3.0,PROYECTO DE GRADO,2.0,2.0,0.0,1.0,(01) JOSE JOAQUIN BOCANEGRA GARCIA(Y) | (01) JUAN PABLO FERNANDEZ RAMIREZ | (01) NATALIA  FRANCO TAMARA,PROYECTO DE GRADO,2025-01-21,2025-05-24,1400.0,1520.0,ML,ML_617,94.0,,,,,L,,,,,,,2.0,2025-03-10,2.0,2025-04-21
202510,CAMPUS PRINCIPAL,66051.0,INGENIERÍA,INGENIERIA INDUSTRIAL,1,,IIND-1001,16,PREGRADO,APROBADO/REPROBADO,ACTIVA,0.0,PROGRAMA DE ACOMPAÑAMIENTO,10.0,7.0,3.0,1.0,(01) JORGE ENRIQUE MARTINEZ ALGARRA(Y) | (01) SOFIA  RODRIGUEZ BRITO,ACOMPAÑAMIENTO,2025-01-21,2025-05-24,1100.0,1220.0,ML,ML_116,10.0,,,,,,,I,,V,,,9.0,2025-03-10,7.0,2025-04-21
202510,CAMPUS PRINCIPAL,66053.0,INGENIERÍA,INGENIERIA INDUSTRIAL,1,,IIND-1001,18,PREGRADO,APROBADO/REPROBADO,ACTIVA,0.0,PROGRAMA DE ACOMPAÑAMIENTO,10.0,9.0,1.0,1.0,(01) JORGE ENRIQUE MARTINEZ ALGARRA(Y) | (01) SOFIA  RODRIGUEZ BRITO,ACOMPAÑAMIENTO,2025-01-21,2025-05-24,1100.0,1220.0,ML,ML_117,10.0,,,,,L,,,,V,,,9.0,2025-03-10,9.0,2025-04-21
202510,CAMPUS PRINCIPAL,66208.0,INGENIERÍA,INGENIERIA BIOMEDICA,1,,IBIO-4702,4,MAGISTER,ESTANDAR NUMERICO 1.5-5.0,ACTIVA,4.0,PROYECTO ESPECIAL MAESTRIA,0.0,1.0,-1.0,1.0,(01) PABLO ANDRES ARBELAEZ ESCALANTE(Y),PROYECTO DE INVESTIGACION,2025-01-21,2025-05-24,,,,,,,,,,,,,,,,,1.0,2025-03-10,1.0,2025-04-21
202510,CAMPUS PRINCIPAL,66350.0,INGENIERÍA,INGENIERIA DE SISTEMAS Y COMPU,1,,ISIS-1221,30,PREGRADO,ESTANDAR NUMERICO 1.5-5.0,ACTIVA,3.0,INTRODUCCIÓN A LA PROGRAMACIÓN (EPSI),25.0,23.0,2.0,1.0,(01) SANTIAGO  VITERY GOMEZ(Y),TALLER Y PBL,2025-01-21,2025-05-24,1230.0,1350.0,ML,ML_109B,27.0,,,,EPSI-CURSO EPSILON,,,I,,,,,25.0,2025-03-10,23.0,2025-04-21
202510,CAMPUS PRINCIPAL,66350.0,INGENIERÍA,INGENIERIA DE SISTEMAS Y COMPU,1,,ISIS-1221,30,PREGRADO,ESTANDAR NUMERICO 1.5-5.0,ACTIVA,3.0,INTRODUCCIÓN A LA PROGRAMACIÓN (EPSI),25.0,23.0,2.0,1.0,(01) SANTIAGO  VITERY GOMEZ(Y),TALLER Y PBL,2025-01-21,2025-05-24,1230.0,1350.0,SD,SD_404,26.0,,,,EPSI-CURSO EPSILON,L,,,,V,,,25.0,2025-03-10,23.0,2025-04-21
202510,CAMPUS PRINCIPAL,66366.0,INGENIERÍA,INGENIERIA CIVIL Y AMBIENTAL,1,,ICYA-1122L,1,PREGRADO,NO CALIFICABLE,ACTIVA,0.0,LAB MATERIALES ING CIVIL,10.0,10.0,0.0,1.0,(01) WILMAR ANDRES CALDERON GUEVARA(Y),LABORATORIO,2025-01-21,2025-05-24,930.0,1050.0,ML,ML_029,20.0,,,,,,,,J,,,,9.0,2025-03-10,11.0,2025-04-21
202510,CAMPUS PRINCIPAL,66382.0,INGENIERÍA,INGENIERIA CIVIL Y AMBIENTAL,1,,ICYA-2401L,15,PREGRADO,NO CALIFICABLE,ACTIVA,0.0,LABORATORIO DE MECANICA DE FLUIDOS,8.0,8.0,0.0,1.0,(01) LAURA LUCIA MARIÑO QUINTERO(Y),LABORATORIO,2025-01-21,2025-05-24,1430.0,1620.0,ML,ML_033,4.0,,,,,,,I,,,,,9.0,2025-03-10,8.0,2025-04-21
202510,CAMPUS PRINCIPAL,66384.0,INGENIERÍA,INGENIERIA CIVIL Y AMBIENTAL,1,,ICYA-2401T,1,PREGRADO,NO CALIFICABLE,ACTIVA,0.0,TRABAJO ASISTIDO MECÁNICA DE FLUIDOS,100.0,55.0,45.0,1.0,(01) LAURA LUCIA MARIÑO QUINTERO(Y),TRABAJO ASISTIDO,2025-01-21,2025-05-24,800.0,920.0,SD,SD_805,135.0,,,,,,,,,V,,,57.0,2025-03-10,58.0,2025-04-21
202510,CAMPUS PRINCIPAL,66386.0,INGENIERÍA,INGENIERIA CIVIL Y AMBIENTAL,1,,ICYA-2402L,8,PREGRADO,NO CALIFICABLE,ACTIVA,0.0,LABORATORIO DE HIDRAULICA,8.0,6.0,2.0,1.0,(01) VALERIA  RODRIGUEZ HERRERA(Y) | (01) MARIA JOSE GALINDO HERNANDEZ,LABORATORIO,2025-01-21,2025-05-24,1030.0,1220.0,ML,ML_033,4.0,,,,,,M,,,,,,6.0,2025-03-10,6.0,2025-04-21
202510,CAMPUS PRINCIPAL,66389.0,INGENIERÍA,INGENIERIA CIVIL Y AMBIENTAL,1,,ICYA-2402L,26,PREGRADO,NO CALIFICABLE,ACTIVA,0.0,LABORATORIO DE HIDRAULICA,8.0,9.0,-1.0,1.0,(01) VALERIA  RODRIGUEZ HERRERA(Y) | (01) MARIA JOSE GALINDO HERNANDEZ,LABORATORIO,2025-01-21,2025-05-24,630.0,820.0,ML,ML_033,4.0,,,,,,,,,,S,,10.0,2025-03-10,9.0,2025-04-21
